Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
13796450276,"Mar 25, 2024, 10:17:40 AM",Lunch Nordic Ski,Nordic Ski,,5447,9.77,,,false,,,activities/14724831721.fit.gz,,,5447.0,3260.0,9775.6,7.478,2.999,96.3,223.0,670.7,737.8,7.5,0.1,,,99.0,51.0,,,,,762.0,,,,,,,,,,,,,,,,0.0,,1.0,,1711360768.0,1.0,-3.0,-5.1,-7.8,0.7,1004.1,1.4,3.8,15.0,0.0,1711342336.0,1711388160.0,0.5,,,0.44,6.0,0.09,33364.5,1.0,,,,,0.0,1.795,252.2,,,,,,,,,,,1648.0,,,,,,""
13796450279,"Mar 29, 2024, 10:29:39 AM",Lunch Nordic Ski,Nordic Ski,,4741,10.15,,,false,,,activities/14724831714.fit.gz,,,4741.0,3774.0,10151.9,5.928,2.69,37.3,261.0,595.8,737.8,8.1,-1.2,,,102.0,49.0,,,,,770.0,,,,,,,,,,,,,,,,0.0,,1.0,,1711706368.0,3.0,1.4,-0.3,0.4,0.93,990.7,1.6,4.4,149.0,0.0,1711687168.0,1711734400.0,0.625,,,0.87,6.0,0.99,6272.4,1.0,,,,,0.0,2.141,3464.9,,,,,,,,,,,1058.0,,,,,,""
13796450281,"Mar 22, 2024, 11:30:24 AM",Lunch Golf,Golf,,6752,4.75,,,false,,,activities/14724831712.fit.gz,,,6752.0,2875.0,4751.8,2.3,1.653,32.5,88.0,72.9,91.6,4.4,0.0,,,,,,,,,223.0,,,,,,,,,,,,,,,,0.0,,1.0,,1711105152.0,3.0,8.0,8.0,6.2,0.88,999.7,6.1,12.3,239.0,0.0,1711083136.0,1711127936.0,0.375,,,0.68,5.0,0.91,15991.0,2.0,,,,,0.0,0.704,0.0,,,,,,,,,,,,,,,,,""
13796450282,"Jun 3, 2024, 10:25:02 AM",Lunch Golf,Golf,,9866,7.98,,,false,,,activities/14724831816.fit.gz,,,9866.0,5493.0,7982.3,1.825,1.453,52.7,103.0,72.7,87.9,5.2,0.0,,,,,,,,,380.0,,,,,,,,,,,,,,,,0.0,,1.0,,1717408768.0,3.0,22.8,22.8,14.2,0.58,1006.4,3.2,7.0,246.0,0.0,1717379968.0,1717444480.0,0.875,,,0.0,1.0,0.94,31761.0,3.0,,,,,0.0,0.809,0.0,,,,,,,,,,,,,,,,,""
13796450283,"Jun 1, 2024, 3:49:28 PM",Afternoon Golf,Golf,,9646,7.54,,,false,,,activities/14724831715.fit.gz,,,9646.0,4961.0,7539.0,2.182,1.52,46.0,91.0,72.8,87.4,6.9,0.0,,,,,,,,,348.0,,,,,,,,,,,,,,,,0.0,,1.0,,1717254016.0,2.0,23.9,24.0,14.6,0.56,1014.1,2.2,6.7,9.0,0.0,1717207296.0,1717271552.0,0.875,,,0.18,5.0,0.55,30688.0,2.0,,,,,0.0,0.782,0.0,,,,,,,,,,,,,,,,,""
13796450286,"May 18, 2024, 12:47:21 PM",Afternoon Golf,Golf,,15785,11.36,,,false,,,activities/14724831749.fit.gz,,,15785.0,7103.0,11366.9,4.157,1.6,76.1,132.0,72.3,88.3,7.1,0.0,,,,,,,,,525.0,,,,,,,,,,,,,,,,0.0,,1.0,,1716033536.0,1.0,22.9,22.0,8.2,0.39,1017.3,3.3,7.5,143.0,0.0,1715999104.0,1716060416.0,0.375,,,0.0,1.0,0.19,33227.0,4.0,,,,,0.0,0.72,0.0,,,,,,,,,,,,,,,,,""
13796450290,"Apr 25, 2024, 1:07:29 PM",Afternoon Golf,Golf,,11350,9.40,,,false,,,activities/14724831760.fit.gz,,,11350.0,6680.0,9401.9,1.748,1.407,74.4,113.0,72.3,88.1,7.8,0.0,,,,,,,,,455.0,,,,,,,,,,,,,,,,0.0,,1.0,,1714050048.0,3.0,8.1,6.8,-0.9,0.53,1005.8,2.1,5.6,20.0,0.0,1714015104.0,1714070144.0,0.625,,,0.0,1.0,0.87,26915.0,2.0,,,,,0.0,0.828,0.0,,,,,,,,,,,,,,,,,""
13796450291,"Mar 27, 2024, 1:51:25 PM",Afternoon Nordic Ski,Nordic Ski,,1038,2.62,,,false,,,activities/14724831753.fit.gz,,,1038.0,960.0,2625.3,6.967,2.735,25.3,69.0,701.9,734.8,10.2,0.0,,,75.0,54.0,,,,,191.0,,,,,,,,,,,,,,,,0.0,,1.0,,1711544448.0,3.0,1.3,-1.7,-0.6,0.87,998.1,2.7,7.0,105.0,0.0,1711514752.0,1711561344.0,0.625,,,0.6,6.0,0.98,14349.5,1.0,,,,,0.0,2.529,53.0,,,,,,,,,,,398.0,,,,,,""
13796450292,"May 13, 2024, 3:44:16 PM",Afternoon Golf,Golf,,14617,11.04,,,false,,,activities/14724831761.fit.gz,,,14617.0,8082.0,11048.5,1.807,1.367,80.4,136.0,72.2,88.2,7.5,0.0,,,,,,,,,516.0,,,,,,,,,,,,,,,,0.0,,1.0,,1715612416.0,2.0,21.8,21.0,8.6,0.43,1019.7,1.3,3.0,333.0,0.0,1715567616.0,1715627776.0,0.125,,,0.0,1.0,0.45,34737.0,2.0,,,,,0.0,0.756,0.0,,,,,,,,,,,,,,,,,""
13796450295,"Jun 5, 2024, 8:29:06 AM",Morning Golf,Golf,,7417,5.58,,,false,,,activities/14724831802.fit.gz,,,7417.0,3546.0,5586.5,2.808,1.575,20.7,67.0,72.6,86.7,8.8,0.0,,,,,,,,,251.0,,,,,,,,,,,,,,,,0.0,,1.0,,1717574400.0,3.0,18.2,17.7,11.0,0.63,1001.8,5.7,13.7,182.0,0.1,1717552640.0,1717617408.0,0.875,,,0.47,5.0,0.88,22456.0,3.0,,,,,0.0,0.753,0.0,,,,,,,,,,,,,,,,,""
13796450297,"May 25, 2024, 3:45:42 PM",Afternoon Golf,Golf,,13459,10.02,,,false,,,activities/14724831772.fit.gz,,,13459.0,5530.0,10023.3,2.411,1.813,62.4,108.0,72.5,88.0,7.0,0.0,,,,,,,,,456.0,,,,,,,,,,,,,,,,0.0,,1.0,,1716649216.0,2.0,24.9,24.9,13.9,0.5,1021.1,3.9,8.2,107.0,0.0,1716603136.0,1716665984.0,0.625,,,0.0,1.0,0.49,31547.0,2.0,,,,,0.0,0.745,0.0,,,,,,,,,,,,,,,,,""
13796450298,"Jun 6, 2024, 2:48:50 PM",Afternoon Golf,Golf,,7718,5.83,,,false,,,activities/14724831803.fit.gz,,,7718.0,4068.0,5837.1,1.716,1.435,38.4,83.0,30.3,52.0,8.0,0.0,,,,,,,,,277.0,,,,,,,,,,,,,,,,0.0,,1.0,,1717682432.0,2.0,16.5,16.5,5.2,0.47,1010.2,5.5,12.0,234.0,0.1,1717637632.0,1717704320.0,0.875,,,0.0,1.0,0.53,29273.0,2.0,,,,,0.0,0.756,0.0,,,,,,,,,,,,,,,,,""
13796450299,"May 4, 2024, 11:25:48 AM",Afternoon Golf,Golf,,15284,10.91,,,false,,,activities/14724831719.fit.gz,,,15284.0,6622.0,10914.9,1.836,1.648,78.5,170.0,72.6,88.3,9.0,0.0,,,,,,,,,492.0,,,,,,,,,,,,,,,,0.0,,1.0,,1714820352.0,2.0,20.3,19.4,7.5,0.44,1015.0,1.4,3.7,116.0,0.0,1714791296.0,1714848896.0,0.875,,,0.09,5.0,0.61,32197.0,4.0,,,,,0.0,0.714,0.0,,,,,,,,,,,,,,,,,""
13796450301,"Mar 14, 2024, 9:08:35 AM",Morning Golf,Golf,,6945,4.94,,,false,,,activities/14724831716.fit.gz,,,6945.0,3223.0,4945.9,2.233,1.535,31.3,97.0,73.5,92.1,4.4,-0.1,,,,,,,,,227.0,,,,,,,,,,,,,,,,0.0,,1.0,,1710406784.0,3.0,9.4,9.4,7.0,0.85,1003.7,6.0,11.9,218.0,0.0,1710393344.0,1710435584.0,0.125,,,0.0,1.0,0.99,25018.0,1.0,,,,,0.0,0.712,0.0,,,,,,,,,,,,,,,,,""
13796450302,"May 16, 2024, 1:55:58 PM",Afternoon Golf,Golf,,13846,10.64,,,false,,,activities/14724831757.fit.gz,,,13846.0,6918.0,10641.3,1.803,1.538,77.4,170.0,72.5,88.3,10.0,0.0,,,,,,,,,490.0,,,,,,,,,,,,,,,,0.0,,1.0,,1715864448.0,1.0,21.5,20.3,5.6,0.36,1023.0,5.1,10.8,134.0,0.0,1715826432.0,1715887360.0,0.25,,,0.0,1.0,0.14,34855.0,4.0,,,,,0.0,0.769,0.0,,,,,,,,,,,,,,,,,""
13796450303,"Apr 12, 2024, 9:34:17 AM",Lunch Golf,Golf,,14531,10.63,,,false,,,activities/14724831755.fit.gz,,,14531.0,6943.0,10629.6,2.525,1.531,79.2,141.0,72.0,88.6,6.3,0.0,,,,,,,,,488.0,,,,,,,,,,,,,,,,0.0,,1.0,,1712912384.0,3.0,10.8,10.1,6.5,0.75,1020.0,4.5,9.9,251.0,0.0,1712893952.0,1712945152.0,0.125,,,0.67,5.0,0.98,27484.0,2.0,,,,,0.0,0.732,0.0,,,,,,,,,,,,,,,,,""
13796450304,"Mar 29, 2024, 1:00:01 PM",Afternoon Nordic Ski,Nordic Ski,,4274,8.60,,,false,,,activities/14724831806.fit.gz,,,4274.0,3927.0,8607.0,3.789,2.192,133.7,85.0,607.9,730.7,7.9,1.3,,,81.0,47.0,,,,,612.0,,,,,,,,,,,,,,,,0.0,,1.0,,1711717248.0,3.0,3.0,0.8,1.8,0.91,992.4,2.2,5.3,201.0,0.0,1711687168.0,1711734400.0,0.625,,,0.87,6.0,0.99,9589.7,1.0,,,,,0.0,2.014,3331.6,,,,,,,,,,,788.0,,,,,,""
13796450305,"Apr 27, 2024, 11:16:13 AM",Afternoon Golf,Golf,,15408,10.74,,,false,,,activities/14724831770.fit.gz,,,15408.0,6816.0,10748.1,1.873,1.577,75.6,155.0,72.8,88.1,6.8,0.0,,,,,,,,,489.0,,,,,,,,,,,,,,,,0.0,,1.0,,1714215552.0,3.0,6.7,5.4,3.5,0.8,1013.8,2.0,4.3,284.0,0.0,1714187520.0,1714243200.0,0.625,,,0.7,5.0,0.95,20040.0,2.0,,,,,0.0,0.698,0.0,,,,,,,,,,,,,,,,,""
13796450309,"Apr 13, 2024, 3:18:03 PM",Afternoon Golf,Golf,,10955,8.27,,,false,,,activities/14724831711.fit.gz,,,10955.0,5409.0,8272.4,1.94,1.529,56.0,109.0,72.7,89.2,7.6,0.0,,,,,,,,,378.0,,,,,,,,,,,,,,,,0.0,,1.0,,1713020416.0,8.0,14.8,13.9,7.0,0.6,1009.8,6.9,14.8,257.0,0.0,1712980224.0,1713031680.0,0.125,,,0.0,1.0,0.42,29753.0,1.0,,,,,0.0,0.755,0.0,,,,,,,,,,,,,,,,,""
13796450310,"Apr 23, 2024, 1:48:35 PM",Afternoon Golf,Golf,,13866,10.65,,,false,,,activities/14724831846.fit.gz,,,13866.0,7214.0,10653.8,2.1,1.477,78.7,172.0,72.8,88.7,9.5,0.0,,,,,,,,,493.0,,,,,,,,,,,,,,,,0.0,,1.0,,1713877248.0,3.0,8.1,6.5,-2.5,0.47,1012.2,2.5,6.0,291.0,0.0,1713842560.0,1713897088.0,0.375,,,0.0,1.0,0.84,32023.0,2.0,,,,,0.0,0.768,0.0,,,,,,,,,,,,,,,,,""
13796450311,"May 6, 2024, 1:22:30 PM",Afternoon Golf,Golf,,13463,10.65,,,false,,,activities/14724831759.fit.gz,,,13463.0,7505.0,10657.6,1.861,1.42,77.6,129.0,73.2,88.7,7.4,0.0,,,,,,,,,497.0,,,,,,,,,,,,,,,,0.0,,1.0,,1715000448.0,3.0,10.9,10.0,4.6,0.65,1011.3,4.6,10.2,78.0,0.0,1714963840.0,1715021952.0,0.875,,,0.89,5.0,0.98,30555.0,2.0,,,,,0.0,0.792,0.0,,,,,,,,,,,,,,,,,""
13796450312,"May 1, 2024, 4:17:13 PM",Evening Golf,Golf,,9175,7.89,,,false,,,activities/14724831769.fit.gz,,,9175.0,4903.0,7893.3,8.483,1.61,48.5,114.0,72.2,87.5,6.8,-0.1,,,,,,,,,403.0,,,,,,,,,,,,,,,,0.0,,1.0,,1714579200.0,3.0,15.3,14.2,4.1,0.47,1024.1,4.7,10.7,83.0,0.0,1714532480.0,1714589312.0,0.625,,,0.0,1.0,0.79,31674.0,1.0,,,,,0.0,0.86,91.5,,,,,,,,,,,,,,,,,""
13796450315,"Apr 29, 2024, 3:46:40 PM",Afternoon Golf,Golf,,5662,4.31,,,false,,,activities/14724831799.fit.gz,,,5662.0,2478.0,4316.4,1.6,1.742,39.6,77.0,73.8,88.2,4.6,0.0,,,,,,,,,204.0,,,,,,,,,,,,,,,,0.0,,1.0,,1714402816.0,3.0,15.3,14.4,5.4,0.52,1022.3,3.9,9.5,264.0,0.0,1714360064.0,1714416256.0,0.625,,,0.38,5.0,0.7,30828.0,1.0,,,,,0.0,0.762,0.0,,,,,,,,,,,,,,,,,""
13796450316,"Apr 16, 2024, 10:44:42 AM",Lunch Golf,Golf,,13374,10.44,,,false,,,activities/14724831847.fit.gz,,,13374.0,7231.0,10445.2,2.463,1.445,78.2,171.0,72.4,87.7,8.2,0.0,,,,,,,,,493.0,,,,,,,,,,,,,,,,0.0,,1.0,,1713261568.0,3.0,6.5,4.0,0.6,0.66,1000.7,3.5,7.4,36.0,0.0,1713238912.0,1713291264.0,0.25,,,0.0,1.0,0.87,17149.0,2.0,,,,,0.0,0.781,0.0,,,,,,,,,,,,,,,,,""
13796450317,"May 29, 2024, 1:06:33 PM",Afternoon Golf,Golf,,13968,11.30,,,false,,,activities/14724831793.fit.gz,,,13968.0,7524.0,11299.2,2.64,1.502,80.3,234.0,73.1,89.0,6.4,0.0,,,,,,,,,535.0,,,,,,,,,,,,,,,,0.0,,1.0,,1716987648.0,2.0,19.8,19.1,10.1,0.54,1012.0,1.5,4.5,197.0,0.0,1716948352.0,1717011968.0,0.625,,,0.42,5.0,0.41,26966.0,4.0,,,,,0.0,0.809,0.0,,,,,,,,,,,,,,,,,""
13796450318,"May 14, 2024, 2:25:30 PM",Afternoon Golf,Golf,,16262,11.55,,,false,,,activities/14724831825.fit.gz,,,16262.0,7916.0,11554.7,2.384,1.46,75.8,182.0,71.9,88.2,9.2,0.0,,,,,,,,,523.0,,,,,,,,,,,,,,,,0.0,,1.0,,1715695232.0,2.0,23.2,22.3,8.4,0.39,1018.5,3.3,7.4,129.0,0.0,1715654016.0,1715714304.0,0.125,,,0.0,1.0,0.61,34568.0,2.0,,,,,0.0,0.711,0.0,,,,,,,,,,,,,,,,,""
13796450321,"Apr 15, 2024, 1:48:12 PM",Afternoon Golf,Golf,,13713,10.72,,,false,,,activities/14724831807.fit.gz,,,13713.0,7390.0,10724.0,2.252,1.451,74.4,115.0,73.0,88.2,8.5,0.0,,,,,,,,,495.0,,,,,,,,,,,,,,,,0.0,,1.0,,1713186048.0,1.0,9.8,8.6,-1.4,0.46,1003.1,2.5,6.7,303.0,0.0,1713152768.0,1713204736.0,0.125,,,0.0,1.0,0.08,32144.0,2.0,,,,,0.0,0.782,0.0,,,,,,,,,,,,,,,,,""
13796450323,"Mar 30, 2024, 10:29:59 AM",Lunch Nordic Ski,Nordic Ski,,5022,9.38,,,false,,,activities/14724831717.fit.gz,,,5022.0,4076.0,9380.2,5.345,2.301,30.1,221.0,604.5,737.6,4.8,-1.2,,,73.0,46.0,,,,,675.0,,,,,,,,,,,,,,,,0.0,,1.0,,1711792768.0,3.0,2.7,-0.6,0.6,0.86,1002.7,3.3,8.6,236.0,0.0,1711773440.0,1711820928.0,0.625,,,0.0,1.0,0.92,10038.9,1.0,,,,,0.0,1.868,3574.7,,,,,,,,,,,984.0,,,,,,""
13796450327,"May 3, 2024, 1:49:15 PM",Afternoon Golf,Golf,,13818,10.60,,,false,,,activities/14724831780.fit.gz,,,13818.0,7144.0,10606.6,2.311,1.485,79.4,149.0,73.0,88.2,7.5,0.0,,,,,,,,,493.0,,,,,,,,,,,,,,,,0.0,,1.0,,1714741248.0,2.0,17.7,16.5,3.8,0.4,1017.9,4.7,10.1,90.0,0.0,1714705024.0,1714762368.0,0.875,,,0.0,1.0,0.6,37442.0,3.0,,,,,0.0,0.768,0.0,,,,,,,,,,,,,,,,,""
13796450332,"May 19, 2024, 5:03:55 PM",Evening Run,Run,,1590,3.29,,,false,,HOKA Bondi 8,activities/14724831819.fit.gz,,,1590.0,1206.0,3291.6,4.175,2.729,15.4,100.0,71.0,82.7,4.6,-0.3,,,82.0,78.0,,,,,270.0,,,,,,,,,,,,,,,,0.0,,1.0,3285.5,1716137984.0,1.0,23.0,22.0,8.5,0.4,1010.2,1.5,3.4,318.0,0.0,1716085376.0,1716146944.0,0.375,,21964108.0,0.0,1.0,0.1,33020.0,0.0,,,,,0.0,2.07,1270.0,,,,3096.0,,,,,2.724,,,,,,,,""
13796450336,"Apr 17, 2024, 10:38:23 AM",Lunch Golf,Golf,,14118,10.84,,,false,,,activities/14724831812.fit.gz,,,14118.0,7502.0,10848.5,2.05,1.446,77.1,229.0,72.8,89.1,9.6,0.0,,,,,,,,,501.0,,,,,,,,,,,,,,,,0.0,,1.0,,1713347968.0,3.0,6.9,4.8,-0.9,0.57,1007.9,3.0,7.0,6.0,0.0,1713325184.0,1713377792.0,0.375,,,0.0,1.0,0.77,29395.0,2.0,,,,,0.0,0.768,0.0,,,,,,,,,,,,,,,,,""
13796450339,"May 24, 2024, 11:46:13 AM",Afternoon Golf,Golf,,13910,11.00,,,false,,,activities/14724831767.fit.gz,,,13910.0,7292.0,11008.8,1.892,1.51,77.2,154.0,72.5,88.3,7.0,0.0,,,,,,,,,514.0,,,,,,,,,,,,,,,,0.0,,1.0,,1716548352.0,3.0,20.3,20.5,15.1,0.72,1019.5,1.8,3.8,186.0,0.1,1716516736.0,1716579456.0,0.5,,,0.52,5.0,0.85,16836.0,3.0,,,,,0.0,0.791,0.0,,,,,,,,,,,,,,,,,""
13796450343,"May 21, 2024, 12:48:25 PM",Afternoon Golf,Golf,,13084,10.35,,,false,,,activities/14724831805.fit.gz,,,13084.0,6185.0,10349.9,1.885,1.673,74.9,133.0,73.0,88.9,7.9,0.0,,,,,,,,,482.0,,,,,,,,,,,,,,,,0.0,,1.0,,1716292864.0,1.0,20.5,19.1,1.6,0.28,1022.1,4.3,9.4,92.0,0.0,1716257920.0,1716319872.0,0.375,,,0.0,1.0,0.0,35569.0,5.0,,,,,0.0,0.791,0.0,,,,,,,,,,,,,,,,,""
13796450449,"Jun 6, 2024, 5:16:08 PM",Evening Golf,Golf,,4928,3.32,,,false,,,activities/14724831853.fit.gz,,,4928.0,1899.0,3323.3,2.047,1.75,28.5,61.0,30.4,41.9,4.3,0.0,,,,,,,,,152.0,,,,,,,,,,,,,,,,0.0,,1.0,,1717693184.0,1.0,15.7,15.7,4.4,0.47,1010.1,4.5,9.8,231.0,0.0,1717637632.0,1717704320.0,0.875,,,0.0,1.0,0.08,32943.0,1.0,,,,,0.0,0.674,3323.3,,,,,,,,,,,,,,,,,""
13796450799,"Jun 2, 2024, 3:46:11 PM",Afternoon Golf,Golf,,12904,10.40,,,false,,,activities/14724831720.fit.gz,,,12904.0,7158.0,10407.2,1.92,1.454,75.4,124.0,71.4,88.1,10.6,0.0,,,,,,,,,482.0,,,,,,,,,,,,,,,,0.0,,1.0,,1717340416.0,2.0,24.6,24.4,13.1,0.49,1011.2,2.5,5.9,342.0,0.0,1717293568.0,1717357952.0,0.875,,,0.21,5.0,0.6,33664.0,2.0,,,,,0.0,0.807,0.0,,,,,,,,,,,,,,,,,""
13796450800,"May 28, 2024, 6:02:39 PM",Evening Golf,Golf,,7167,5.62,,,false,,,activities/14724831801.fit.gz,,,7167.0,3605.0,5620.9,3.883,1.559,52.9,173.0,72.0,87.7,7.3,0.0,,,,,,,,,262.0,,,,,,,,,,,,,,,,0.0,,1.0,,1716919168.0,1.0,21.7,21.1,10.2,0.48,1011.7,3.8,8.3,134.0,0.0,1716861952.0,1716925568.0,0.625,,,0.24,5.0,0.04,32776.0,0.0,,,,,0.0,0.784,0.0,,,,,,,,,,,,,,,,,""
13796599765,"Mar 5, 2025, 3:03:56 PM",Riktmärkeslopp Garmin,Run,"2 min uppvärm
5 min max
2 min nervarv",546,1.58,171.0,14,false,,HOKA Bondi 8,activities/14724992990.fit.gz,,,546.0,546.0,1580.1,4.34,2.894,0.0,0.0,0.0,0.0,0.0,0.0,,,83.0,76.0,171.0,153.0,,,70.0,,,14.0,,,,,,,,,,,0.0,,0.0,,1.0,1525.9,,,,,,,,,,,,,,,,21964108.0,,,,,,,,,,0.0,2.894,0.0,,,,1324.0,,,,,,,,,,,,,""
13814478787,"Mar 7, 2025, 1:51:10 PM",Lätt jogg,Run,"",2023,5.00,177.0,53,false,,HOKA Bondi 8,activities/14744339270.fit.gz,,,2023.0,1944.0,5001.0,3.64,2.573,13.0,24.0,75.6,86.4,16.9,-0.2,,,80.0,77.0,177.0,156.0,,,280.0,,,53.0,,,,,,,,,,,0.0,,0.0,,1.0,5016.0,1741352448.0,1.0,14.4,14.0,2.9,0.46,1014.9,3.7,8.0,236.0,0.0,1741325824.0,1741365760.0,0.25,,21964108.0,0.0,1.0,0.0,39999.0,1.0,,,,,0.0,2.472,492.6,,,,4892.0,,,,,2.58,,,,,,,,""
13834739597,"Mar 9, 2025, 2:19:24 PM",Afternoon Run,Run,"",2881,7.73,194.0,142,false,,HOKA Bondi 8,activities/14766346776.fit.gz,,,2881.0,2776.0,7732.1,4.64,2.785,19.0,24.0,64.4,81.2,8.8,0.0,,,86.0,80.0,194.0,172.0,,,437.0,,,142.0,,,,,,,,,,,0.0,,0.0,,1.0,7756.5,1741528832.0,2.0,12.3,12.7,4.0,0.57,1012.3,1.9,4.3,162.0,0.0,1741498240.0,1741538816.0,0.375,,21964108.0,0.0,1.0,0.38,36635.0,1.0,,,,,0.0,2.684,19.5,,,,7388.0,,,,,2.794,,,,,,,,media/F153367C-F2A3-4095-8EF4-92364D3171A2.jpg
13852427928,"Mar 11, 2025, 1:50:57 PM",Afternoon Run,Run,"",2406,7.20,166.0,70,false,,ASICS Gel DS Trainer Gammalt skrot,activities/14785588464.fit.gz,,,2406.0,2405.0,7205.4,3.221,2.996,0.0,0.0,0.0,0.0,0.0,0.0,,,91.0,85.0,166.0,156.0,,,351.0,,,70.0,,,,,,,,,,,0.0,,0.0,,1.0,7203.9,,,,,,,,,,,,,,,,22221168.0,,,,,,,,,,0.0,2.995,0.0,,,,6814.0,,,,,,,,,,,,,""
13896359511,"Mar 16, 2025, 9:16:57 AM",Morning Run,Run,Nya pjux. Första 7 med Clara,5039,12.77,189.0,175,false,,ASICS Gel-Kayano 31,activities/14832454862.fit.gz,,,5039.0,4806.0,12777.2,3.886,2.659,84.0,101.0,-17.8,14.4,11.9,-0.1,,,88.0,82.0,189.0,162.0,,,743.0,,,175.0,,,,,,,,,,,0.0,,0.0,,1.0,12925.9,1742115584.0,8.0,4.7,-3.4,-3.4,0.56,1017.1,7.0,12.1,43.0,0.0,1742102912.0,1742145664.0,0.625,,22282196.0,0.0,1.0,0.75,37955.0,1.0,,,,,0.0,2.536,2691.0,,,,13078.0,,,,,2.69,,,,,,,,media/ACA3892B-28D3-4EB1-AAB1-69CA15E2691D.jpg|media/14285A29-440D-4780-AF3E-F5ECF200EFB6.jpg
13917272734,"Mar 18, 2025, 3:13:58 PM",Bland fjälltopparna,Run,Efter 10 km på längdskidor,1549,4.08,170.0,40,false,,ASICS Gel-Kayano 31,activities/14855167321.fit.gz,,,1549.0,1508.0,4082.0,3.6,2.707,58.0,69.0,723.6,759.4,40.8,0.0,,,90.0,81.0,170.0,154.0,,,227.0,,,40.0,,,,,,,,,,,0.0,,0.0,,1.0,4239.9,1742310016.0,2.0,3.6,2.2,-1.5,0.69,1018.7,3.3,7.1,258.0,0.0,1742274944.0,1742318336.0,0.625,,22282196.0,0.0,1.0,0.39,32926.0,1.0,,,,,0.0,2.635,2083.1,,,,4038.0,,,,,2.812,,,,,,,,media/D4E9665D-35A7-4A09-833A-437A6EA96E4F.jpg
13981192292,"Mar 24, 2025, 9:26:44 AM",Morning Nordic Ski,Nordic Ski,,2011,4.86,143.0,5,false,,,activities/14924042186.fit.gz,,,2011.0,1815.0,4859.5,8.18,2.677,23.0,77.0,674.2,741.0,15.6,-1.1,,,78.0,47.0,143.0,107.0,,,118.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,1742806784.0,3.0,-1.4,-2.4,-6.0,0.71,1013.5,2.0,5.1,213.0,0.0,1742792192.0,1742837632.0,0.875,,,0.44,6.0,0.81,34413.2,1.0,,,,,0.0,2.416,0.0,,,,,,,,,,,454.0,,,,,,""
14002146859,"Mar 27, 2025, 1:14:38 PM",Afternoon Run,Run,"",2514,6.27,178.0,74,false,,ASICS Gel-Kayano 31,activities/14946439741.fit.gz,,,2514.0,2405.0,6275.0,3.52,2.609,143.0,244.0,624.4,763.6,13.5,-1.8,,,95.0,83.0,178.0,157.0,,,361.0,,,74.0,,,,,,,,,,,0.0,,0.0,,1.0,6417.1,1743080448.0,3.0,6.2,2.3,0.5,0.67,1003.5,3.5,8.3,235.0,0.0,1743050752.0,1743097216.0,0.875,,22282196.0,0.0,1.0,0.9,25310.2,2.0,,,,,0.0,2.496,3368.4,,,,6652.0,,,,,2.668,,,,,,,,media/1CF7F6AD-7922-4BE0-8AE6-6AE97246F6F3.jpg
14011910037,"Mar 28, 2025, 3:04:39 PM",Intervaller,Run,"",1752,4.44,182.0,44,false,,ASICS Gel-Kayano 31,activities/14956948052.fit.gz,,,1752.0,1740.0,4447.9,6.383,2.556,57.0,77.0,706.6,745.4,18.5,-0.4,,,108.0,80.0,182.0,153.0,,,249.0,,,44.0,,,,,,,,,,,0.0,,0.0,,1.0,4543.7,1743174016.0,3.0,4.9,-2.4,2.8,0.86,999.5,5.9,14.4,210.0,0.1,1743137024.0,1743183872.0,0.875,,22282196.0,0.0,1.0,0.98,5851.0,1.0,,,,,0.0,2.539,2454.8,,,,4344.0,,,,,2.611,,,,,,,,""
